group,6,7,8,9,10,11,12
long_vp_coord,0.32188841201716734,0.4146576663452266,0.5228758169934641,0.5498652291105122,0.48881789137380194,0.4518950437317784,0.5180217937971501
obj_rel_across,0.3230385864230159,0.49024726270756297,0.5719672622873547,0.6124661246612466,0.6240489513304617,0.5631491406394382,0.733415935951201
obj_rel_no_comp_across,0.25279757227626193,0.3797029416864128,0.4837595024187975,0.5381965248651887,0.5610590510188903,0.5385310162939413,0.6483900969927809
obj_rel_no_comp_within,0.3879815934313814,0.4590019241292874,0.5292357274401474,0.6355825164997421,0.5891478540851048,0.5938721935637838,0.6437740693196405
obj_rel_within,0.38033497798526456,0.42486901009776573,0.5487892880051315,0.6613865722576052,0.6371588392086195,0.6577449059919813,0.7560668265517663
prep,0.6036225779275485,0.6546751783702591,0.6767469403868931,0.6850770902942716,0.701608340741938,0.7038806470538932,0.7388638105783152
sent_comp,0.6304675716440422,0.64739336492891,0.6613879832324174,0.6928294573643412,0.680568720379147,0.6617169373549884,0.7085889570552147
simple,0.6857142857142856,0.6896551724137931,0.7228915662650602,0.7228915662650602,0.7407407407407407,0.7453416149068323,0.7894736842105263
subj_rel,0.22719367588932807,0.26656556998747283,0.28000556947925365,0.423867915419523,0.40245973108163924,0.38259390249362046,0.7306924101198402
vp_coord,0.4295302013422819,0.47531734837799716,0.5144694533762058,0.4968944099378882,0.6138107416879796,0.6422018348623852,0.8053993250843645
