group,6,7,8,9,10,11,12
long_vp_coord,0.44847485572959606,0.47096774193548385,0.6052060737527114,0.6666666666666667,0.6158475426278837,0.5662100456621005,0.6843853820598006
obj_rel_across,0.2856164885944109,0.440691646229783,0.573618700667881,0.6662961221086835,0.7183886951734264,0.6399369765320507,0.7509889143917566
obj_rel_no_comp_across,0.22164271438088895,0.3338358098246117,0.4629665947571419,0.5580631924497332,0.603051914418901,0.5631920723696558,0.6244926159426548
obj_rel_no_comp_within,0.48052168982137794,0.48342639711682733,0.5505039972193256,0.6591785238662649,0.644462086664328,0.6480684316514863,0.7525746291128821
obj_rel_within,0.49003010094626737,0.4904511880395123,0.5920620269521875,0.7083061919562262,0.740697034064983,0.7370554065268156,0.8442442608659554
prep,0.5785200343256981,0.5525125628140704,0.6116019976949674,0.6622792087446575,0.7140934121966143,0.7164338977464672,0.8489398001462345
sent_comp,0.5442676458588331,0.5775100401606426,0.5840779853777417,0.6704067321178121,0.6732117812061711,0.6635902168897093,0.7031019202363369
simple,0.6703910614525139,0.6779661016949152,0.6936416184971099,0.7142857142857143,0.7453416149068323,0.759493670886076,0.8695652173913044
subj_rel,0.2540677429566318,0.26320710612435716,0.4004371584699454,0.5108906501136175,0.7019200991018891,0.6222161121803684,0.7823005790337915
vp_coord,0.4063545150501672,0.5056338028169014,0.7513455328310011,0.5682715074980268,0.7903402854006586,0.8374269005847954,0.9017632241813601
